3600.10,0.77,0.76
3900.10,0.79,0.77
4200.10,0.91,0.83
4500.10,0.81,0.81
4800.10,0.91,0.83
5100.10,0.59,0.83
5400.10,0.57,0.74
5700.10,1.00,0.82
6000.10,0.56,0.84
6300.10,1.00,0.76
6600.10,0.69,0.86
6900.10,0.93,0.92
7200.10,0.84,0.93
7500.10,0.97,0.80
7800.10,0.61,0.76
8100.10,1.00,0.75
8400.10,0.48,0.85
8700.10,0.83,0.82
9000.10,0.68,0.83
9300.10,0.96,0.78
9600.10,0.93,0.81
9900.10,0.75,0.79
10200.10,1.00,0.83
10500.10,0.84,0.75
10800.10,0.63,0.73
11100.10,0.98,0.76
11400.10,0.91,0.74
11700.10,0.75,0.78
12000.10,0.73,0.78
12300.10,1.00,0.70
12600.10,0.65,0.78
12900.10,1.00,0.71
13200.10,0.44,0.73
13800.10,0.00,0.77
14100.10,0.89,0.76
14400.10,0.51,0.79
14700.10,0.77,0.72
15000.10,0.50,0.71
15300.10,0.85,0.71
15600.10,0.84,0.70
15900.10,0.72,0.74
16200.10,0.81,0.71
16500.10,0.71,0.73
16800.10,0.74,0.74
17100.10,0.55,0.83
17400.10,1.00,0.78
17700.10,0.90,0.83
18000.10,0.86,0.82
18300.10,0.59,0.80
18600.10,0.81,0.72
18900.10,0.67,0.73
19200.10,0.80,0.76
19500.10,0.69,0.87
19800.10,0.71,0.84
20100.10,0.90,0.89
20400.10,0.53,0.82
20700.10,0.79,0.77
21000.10,0.97,0.79
21300.10,0.74,0.81
21600.10,0.98,0.84
21900.10,0.71,0.85
22200.10,1.00,0.75
22500.10,0.72,0.80
22800.10,0.86,0.81
23100.10,0.79,0.79
23400.10,0.62,0.68
23700.10,0.99,0.70
24000.10,0.97,0.72
24300.10,0.77,0.71
24600.10,0.55,0.76
24900.10,1.00,0.73
25200.10,0.81,0.81
25500.10,0.59,0.65
25800.10,0.82,0.62
26100.10,0.37,0.63
26400.10,0.00,0.97
26700.10,0.83,0.84
27000.10,0.75,0.76
27300.10,0.73,0.81
27600.10,1.00,0.82
27900.10,0.84,0.87
28200.10,1.00,0.87
28500.10,0.57,0.86
28800.10,1.00,0.87
29100.10,0.92,0.86
29400.10,0.74,0.88
29700.10,0.81,0.82
30000.10,0.74,0.85
30300.10,0.75,0.83
30600.10,1.00,0.81
30900.10,0.77,0.86
31200.10,0.83,0.87
31500.10,0.94,0.83
31800.10,0.67,0.87
32100.10,0.92,0.85
32400.10,0.84,0.83
32700.10,0.77,0.83
33000.10,0.92,0.86
33300.10,1.00,0.87
33600.10,0.82,0.87
33900.10,1.00,0.86
34200.10,0.73,0.85
34500.10,1.00,0.86
34800.10,0.95,0.84
35100.10,0.59,0.86
35400.10,0.95,0.79
35700.10,0.78,0.82
36000.10,0.70,0.84
36300.10,0.81,0.78
36600.10,0.88,0.82
36900.10,0.69,0.82
37200.10,0.85,0.82
37500.10,0.95,0.73
37800.10,0.86,0.70
38100.10,0.83,0.74
38400.10,0.61,0.82
38700.10,0.92,0.81
39000.10,0.58,0.78
39300.10,0.67,0.79
39600.10,0.97,0.77
39900.10,0.64,0.78
40200.10,0.83,0.75
40500.10,0.63,0.77
40800.10,0.93,0.91
41100.10,0.77,0.85
41400.10,0.84,0.82
41700.10,0.93,0.81
42000.10,0.66,0.81
42300.10,0.93,0.83
42600.10,0.69,0.81
42900.10,0.84,0.79
43200.10,0.61,0.82
43500.10,0.77,0.81
43800.10,0.91,0.81
44100.10,0.71,0.81
44400.10,0.75,0.89
