0.00,0.00,0.00
300.10,0.09,0.09
600.10,0.00,0.00
900.10,1.00,1.08
1200.10,0.77,0.89
1500.10,0.81,1.00
1800.10,0.86,1.01
2100.10,0.56,0.80
2400.10,0.86,1.01
2700.10,0.59,0.97
3000.10,0.84,1.04
3300.10,0.51,0.87
3600.10,0.71,1.01
3900.10,0.60,0.82
4200.10,0.53,0.98
4500.10,0.58,0.97
4800.10,0.64,0.97
5100.10,0.53,0.99
5400.10,0.43,0.97
5700.10,0.49,1.02
6000.10,0.51,0.84
6300.10,0.59,0.95
6600.10,0.45,0.95
6900.10,0.65,0.94
7200.10,0.36,0.93
7500.10,0.60,0.95
7800.10,0.61,0.85
8100.10,0.77,1.13
8400.10,0.56,0.93
8700.10,0.79,0.94
9000.10,0.73,0.97
9300.10,0.55,1.00
9600.10,0.73,0.98
9900.10,0.59,0.93
10200.10,0.92,1.01
10500.10,0.85,0.93
10800.10,0.89,1.01
11100.10,0.41,0.90
11400.10,0.57,0.96
11700.10,0.81,1.01
12000.10,0.47,0.91
12300.10,0.55,1.00
12600.10,0.52,0.98
12900.10,0.58,0.98
13200.10,0.58,0.98
13500.10,0.68,0.99
13800.10,0.52,0.97
14100.10,0.59,0.98
14400.10,0.77,0.99
14700.10,0.53,0.99
15000.10,0.50,0.98
15300.10,0.50,0.98
15600.10,0.48,0.97
15900.10,0.45,0.94
16200.10,0.63,0.93
16500.10,0.82,0.94
16800.10,0.52,0.94
17100.10,0.57,0.94
17400.10,0.73,0.95
17700.10,0.91,0.96
18000.10,0.61,0.98
18300.10,0.65,0.98
18600.10,0.82,1.00
18900.10,0.79,1.01
19200.10,1.00,1.00
19500.10,0.66,0.97
19800.10,0.70,0.99
20100.10,0.50,0.99
20400.10,0.87,1.02
20700.10,0.55,0.98
21000.10,0.67,1.14
21300.10,1.00,1.01
21600.10,0.62,0.89
21900.10,0.82,0.99
22200.10,0.53,0.99
22500.10,1.00,1.10
22800.10,0.62,0.72
23100.10,0.50,0.85
23400.10,0.67,1.00
23700.10,0.70,0.99
24000.10,0.67,1.00
24300.10,0.63,1.00
24600.10,0.56,0.99
24900.10,0.73,0.97
25200.10,0.66,0.97
25500.10,0.72,0.97
25800.10,0.50,0.97
26100.10,0.67,0.97
26400.10,0.54,0.96
26700.10,0.60,0.96
27000.10,0.70,1.04
27300.10,0.97,0.96
27600.10,0.61,1.06
27900.10,0.68,0.99
28200.10,0.80,1.00
28500.10,0.74,1.00
28800.10,0.80,0.93
29100.10,0.87,1.00
29400.10,0.57,0.98
29700.10,0.63,0.99
30000.10,0.83,0.99
30300.10,0.54,0.98
30600.10,0.71,0.98
30900.10,0.70,0.97
31200.10,0.77,0.97
31500.10,0.70,0.96
31800.10,0.83,1.01
32100.10,0.48,0.97
32400.10,0.62,0.97
32700.10,0.77,0.98
33000.10,0.66,0.97
33300.10,0.63,0.97
33600.10,0.75,0.97
33900.10,0.57,0.96
34200.10,0.62,0.97
34500.10,0.87,0.98
34800.10,0.70,1.08
35100.10,0.72,0.88
35400.10,0.63,0.97
35700.10,0.68,1.06
36000.10,0.84,0.99
36300.10,0.58,0.96
36600.10,0.92,0.98
36900.10,0.74,1.00
37200.10,0.61,0.99
37500.10,0.79,0.99
37800.10,0.73,0.98
38100.10,0.70,1.03
38400.10,0.83,0.93
38700.10,0.93,0.94
39000.10,0.68,0.98
39300.10,0.73,0.98
39600.10,0.84,0.99
39900.10,0.91,1.00
40200.10,0.86,1.02
40500.10,0.52,0.96
40800.10,0.58,0.96
41100.10,0.71,1.03
41400.10,0.67,0.95
41700.10,0.73,1.00
42000.10,0.55,0.99
42300.10,0.73,1.00
42600.10,0.73,0.99
42900.10,0.95,1.01
43200.10,0.82,0.96
43500.10,0.95,0.98
43800.10,0.59,1.00
44100.10,0.90,1.02
44400.10,0.64,0.99
44700.10,0.64,1.00
45000.10,0.62,0.99
45300.10,0.65,1.00
45600.10,0.67,0.98
45900.10,0.73,0.98
46200.10,0.51,0.98
46500.10,0.63,0.97
46800.10,0.78,1.00
47100.10,0.88,1.02
47400.10,0.62,0.99
47700.10,0.64,0.98
48000.10,0.57,0.97
48300.10,0.62,0.97
48600.10,0.60,1.05
