3000.10,0.70,0.91
3300.10,0.87,1.04
3600.10,0.82,1.06
3900.10,0.86,1.09
4200.10,0.51,0.79
4500.10,0.70,0.82
4800.10,0.65,0.83
5100.10,0.85,0.97
5400.10,0.93,1.03
5700.10,0.82,0.94
6000.10,0.94,1.03
6300.10,0.81,0.99
6600.10,0.71,0.97
6900.10,0.72,0.97
7200.10,0.86,0.97
7500.10,0.89,1.00
7800.10,0.91,1.01
8100.10,0.51,0.63
8400.10,0.82,1.08
8700.10,0.99,1.07
9000.10,0.63,0.95
9300.10,0.84,0.99
9600.10,0.82,0.97
9900.10,0.78,0.94
10200.10,0.88,1.05
10500.10,1.00,1.09
10800.10,0.64,0.90
11100.10,0.92,1.07
11400.10,0.74,0.87
11700.10,0.78,1.06
12000.10,0.62,0.93
12300.10,0.87,1.00
12600.10,0.61,0.93
12900.10,0.77,0.93
13200.10,0.91,0.99
13500.10,0.90,1.01
13800.10,1.00,1.01
14100.10,0.86,0.99
14400.10,0.83,1.08
14700.10,0.64,0.92
15000.10,0.80,0.95
15300.10,0.91,1.06
15600.10,0.85,0.98
15900.10,1.00,1.12
16200.10,0.60,0.90
16500.10,0.94,1.03
16800.10,0.93,1.11
17100.10,0.59,0.71
17400.10,0.50,0.82
17700.10,0.97,1.04
18000.10,0.67,0.92
18300.10,0.73,0.97
18600.10,0.62,0.92
18900.10,0.91,1.00
19200.10,0.73,0.89
19500.10,1.00,1.07
19800.10,0.80,0.93
20100.10,0.83,0.92
20400.10,0.83,0.93
20700.10,0.86,1.11
21000.10,1.00,1.10
21300.10,1.00,1.13
21600.10,0.89,1.03
21900.10,0.83,1.02
22200.10,0.69,0.92
22500.10,0.71,1.00
22800.10,0.47,0.84
23100.10,0.00,0.44
23400.10,0.82,1.03
23700.10,0.75,1.02
24000.10,0.82,1.02
24300.10,0.70,0.92
24600.10,0.85,1.07
24900.10,0.65,0.93
25200.10,0.92,1.04
25500.10,0.89,0.98
25800.10,0.80,0.94
26100.10,0.77,0.98
