3000.10,0.69,0.79
3300.10,1.00,1.25
3600.10,0.73,0.97
3900.10,0.66,0.96
4200.10,0.74,0.96
4500.10,0.87,0.96
4800.10,0.80,0.91
5100.10,0.84,0.95
5400.10,0.84,1.01
5700.10,0.79,0.92
6000.10,1.00,1.12
6300.10,0.65,0.94
6600.10,0.57,0.84
6900.10,1.00,1.16
7200.10,0.88,0.89
7500.10,0.99,1.12
7800.10,0.80,0.92
8100.10,0.82,1.02
8400.10,0.30,0.44
8700.10,0.62,0.59
9000.10,0.59,0.77
9900.10,0.00,0.12
10200.10,0.89,1.02
10500.10,0.85,1.03
10800.10,0.59,0.86
11100.10,1.00,1.24
11400.10,0.69,0.91
11700.10,0.94,1.09
12000.10,0.86,1.03
12300.10,0.81,0.97
12600.10,0.80,1.03
12900.10,1.00,1.06
13200.10,0.77,1.00
13500.10,0.62,0.95
13800.10,0.77,1.01
14100.10,0.83,0.96
14400.10,1.00,1.07
14700.10,0.77,0.96
15000.10,0.64,0.87
15300.10,1.00,1.14
15600.10,0.87,1.02
15900.10,0.73,1.00
16200.10,0.76,1.00
16500.10,0.81,0.99
16800.10,0.67,0.91
17100.10,0.90,1.01
17400.10,0.74,0.95
17700.10,0.98,1.04
18000.10,0.52,0.69
18300.10,0.84,0.90
18600.10,0.66,0.90
18900.10,0.84,1.04
19200.10,0.89,0.94
19500.10,1.00,1.18
19800.10,0.62,0.88
20100.10,0.63,0.95
20400.10,0.63,0.89
20700.10,0.77,0.94
21000.10,0.80,0.95
21300.10,1.00,1.14
21600.10,0.73,0.94
21900.10,0.78,0.98
22200.10,0.97,1.08
22500.10,0.56,0.84
22800.10,0.66,0.92
23100.10,0.91,1.05
23400.10,0.89,0.97
23700.10,0.94,0.96
24000.10,1.00,1.02
24300.10,0.92,1.03
24600.10,0.78,1.00
24900.10,0.72,0.96
25200.10,0.90,1.06
25500.10,0.65,0.83
25800.10,0.69,0.83
26100.10,0.70,0.98
26400.10,0.70,0.89
26700.10,0.75,1.01
27000.10,1.00,0.98
27300.10,0.76,0.85
27600.10,0.83,0.86
27900.10,1.00,1.13
28200.10,1.00,1.19
28500.10,0.82,0.97
28800.10,0.65,0.98
29100.10,0.87,1.17
29400.10,0.81,1.00
29700.10,0.90,1.03
30000.10,0.64,0.96
30300.10,0.73,0.92
30600.10,0.51,0.80
30900.10,0.71,0.77
31200.10,1.00,1.28
31500.10,0.80,0.85
31800.10,0.91,0.93
32100.10,0.83,1.08
32400.10,0.92,1.08
32700.10,1.00,1.29
33000.10,0.57,0.71
33300.10,0.76,0.88
33600.10,0.81,0.96
33900.10,0.85,1.09
34200.10,0.80,0.92
34500.10,0.84,0.98
34800.10,0.84,1.05
35100.10,0.78,0.97
35400.10,0.88,1.00
35700.10,0.85,1.03
36000.10,0.82,1.01
36300.10,0.76,0.97
36600.10,0.87,0.99
36900.10,0.87,0.99
37200.10,0.77,0.97
37500.10,0.91,1.03
37800.10,0.97,1.06
38100.10,0.80,1.01
38400.10,0.93,1.08
38700.10,0.87,1.09
39000.10,0.89,1.09
39300.10,0.87,1.08
39600.10,0.84,1.06
39900.10,0.76,1.02
40200.10,0.98,1.06
40500.10,0.92,1.06
40800.10,0.85,1.07
41100.10,0.88,1.05
41400.10,0.75,1.00
41700.10,0.76,0.95
42000.10,0.91,1.01
42300.10,0.69,0.92
42600.10,0.99,1.04
42900.10,0.47,0.60
43200.10,0.58,0.80
43500.10,0.75,0.99
43800.10,0.76,0.92
44100.10,0.75,0.91
44400.10,1.00,1.13
44700.10,0.79,0.92
45000.10,0.94,1.04
45300.10,0.88,1.02
45600.10,0.72,0.92
45900.10,0.91,1.07
46200.10,0.55,0.84
46500.10,1.00,1.23
46800.10,0.68,0.92
47100.10,0.75,1.08
47400.10,0.65,0.92
47700.10,0.88,1.03
48000.10,0.52,0.76
48300.10,0.85,1.19
48600.10,0.81,0.98
48900.10,0.77,1.03
49200.10,0.40,0.63
49500.10,0.63,0.65
49800.10,0.88,1.05
50100.10,0.80,0.97
50400.10,0.51,0.79
50700.10,0.85,0.98
51000.10,0.73,0.91
51300.10,0.82,0.94
51600.10,1.00,1.03
51900.10,0.92,1.01
52200.10,0.78,0.91
52500.10,1.00,1.15
52800.10,0.73,0.97
53100.10,0.99,1.24
53400.10,0.84,1.00
53700.10,0.81,1.02
54000.10,0.55,0.58
54300.10,0.79,1.07
54600.10,0.92,1.11
54900.10,0.74,0.97
55200.10,0.56,0.90
55500.10,0.77,0.91
55800.10,0.95,1.04
56100.10,0.74,0.91
56400.10,0.98,1.03
56700.10,0.56,0.87
57000.10,0.90,0.96
57300.10,0.92,1.00
57600.10,0.51,0.86
57900.10,0.60,0.82
58200.10,1.00,1.13
58500.10,1.00,1.02
58800.10,0.59,0.72
59100.10,0.86,1.02
59400.10,0.87,0.99
59700.10,0.67,0.97
60000.10,0.53,0.86
60300.10,0.66,0.86
60600.10,0.89,1.03
60900.10,1.00,1.03
61200.10,0.88,0.98
61500.10,0.98,1.04
61800.10,0.98,1.04
62100.10,0.66,0.95
62400.10,0.57,0.94
63900.10,0.00,0.04
64200.10,0.05,0.05
64500.10,0.61,0.78
64800.10,0.75,0.98
65100.10,0.64,0.93
65400.10,0.96,1.02
65700.10,0.92,1.02
66000.10,0.95,1.10
66300.10,0.67,0.82
66600.10,0.86,1.10
66900.10,0.93,1.08
67200.10,0.47,0.90
67500.10,0.65,0.99
67800.10,0.71,0.92
68100.10,0.75,0.85
68400.10,0.77,0.89
68700.10,0.91,1.04
69000.10,0.60,0.84
69300.10,1.00,1.14
69600.10,0.69,0.87
69900.10,0.62,0.81
70200.10,0.89,0.99
70500.10,0.91,0.93
70800.10,0.87,1.01
71100.10,0.98,1.04
71400.10,0.89,1.04
71700.10,0.83,0.99
72000.10,0.73,0.92
72300.10,0.76,0.99
72600.10,0.85,1.01
72900.10,1.00,1.06
73200.10,0.72,0.87
73500.10,0.81,0.97
73800.10,0.77,0.96
74100.10,0.75,0.98
74400.10,0.87,1.02
74700.10,0.83,0.99
75000.10,0.96,1.05
75300.10,0.75,0.94
75600.10,0.85,1.03
75900.10,0.75,0.95
76200.10,0.79,0.93
76500.10,0.98,1.05
76800.10,0.91,0.99
77100.10,0.97,1.08
77400.10,0.76,0.99
77700.10,0.87,1.03
78000.10,0.84,1.03
78300.10,0.76,1.03
78600.10,0.67,0.97
78900.10,0.79,0.94
79200.10,0.87,0.95
79500.10,0.69,0.89
79800.10,0.85,0.98
80100.10,0.72,0.93
80400.10,0.91,1.03
80700.10,0.90,1.00
81000.10,0.98,1.05
81300.10,0.90,1.02
81600.10,0.69,0.88
81900.10,0.73,0.91
82200.10,0.85,1.05
82500.10,0.82,1.01
82800.10,0.81,0.97
83100.10,0.63,0.89
83400.10,0.82,0.94
83700.10,0.93,1.02
84000.10,0.88,1.01
84300.10,0.67,0.95
84600.10,0.80,0.96
84900.10,0.79,0.96
85200.10,0.87,1.01
85500.10,0.85,1.00
85800.10,0.96,1.08
86100.10,1.00,0.94
